Unique ID,Property URL,Property type,Rental price (USD per month),Living area,Living area unit,Price per living area unit (USD),Bedrooms,Bathrooms,Street address,City,Zip,State,Country,AC,Address,Match,Exact,Formatted Address,Coordinates,N,LR
13,https://www.zillow.com/apartments/phoenix-az/park-vista/5Xjq9z/,Building,,,,,,,3221 W  El Camino Dr f5d61a9e,Phoenix,85051,AZ,USA,1.0,"3221 W  El Camino Dr f5d61a9e, Phoenix, AZ, 85051",Match,Non_Exact,"3221 W EL CAMINO DR, PHOENIX, AZ, 85051","-112.1309113193559,33.55752826815666",627883112.0,R
14,https://www.zillow.com/apartments/phoenix-az/park-alta/5XhyPg/,Building,,,,,,,8135 N  35th Ave ed5cc2ce,Phoenix,85051,AZ,USA,1.0,"8135 N  35th Ave ed5cc2ce, Phoenix, AZ, 85051",Match,Non_Exact,"8135 N 35TH AVE, PHOENIX, AZ, 85051","-112.13418103391678,33.55590652922132",128197468.0,R
15,https://www.zillow.com/homedetails/6601-S-22nd-Way-Phoenix-AZ-85042/7548704_zpid/,Apartment,825.0,350.0,sqft,2.36,,1.0,6601 S 22nd Way,Phoenix,85042,AZ,USA,1.0,"6601 S 22nd Way, Phoenix, AZ, 85042",Match,Exact,"6601 S 22ND WAY, PHOENIX, AZ, 85042","-112.03268069033254,33.38738174695936",128216355.0,L
16,https://www.zillow.com/homedetails/1448-S-13th-Ave-APT-2-Phoenix-AZ-85007/2065576447_zpid/,Apartment,825.0,621.0,sqft,1.33,2.0,1.0,1448 S 13th Ave,Phoenix,85007,AZ,USA,0.0,"1448 S 13th Ave, Phoenix, AZ, 85007",Match,Exact,"1448 S 13TH AVE, PHOENIX, AZ, 85007","-112.0891045488919,33.43347134483679",128212049.0,R
17,https://www.zillow.com/homedetails/1925-W-Village-Dr-4-Phoenix-AZ-85023/2071683722_zpid/,Apartment,825.0,490.0,sqft,1.68,1.0,1.0,1925 W Village Dr,Phoenix,85023,AZ,USA,0.0,"1925 W Village Dr, Phoenix, AZ, 85023",Match,Exact,"1925 W VILLAGE DR, PHOENIX, AZ, 85023","-112.10126063630281,33.64513256189906",128353690.0,L
18,https://www.zillow.com/apartments/phoenix-az/collins-off-colter/5XrrV4/,Building,,,,,,,5128 N  15th St,Phoenix,85014,AZ,USA,0.0,"5128 N  15th St, Phoenix, AZ, 85014",Match,Exact,"5128 N 15TH ST, PHOENIX, AZ, 85014","-112.05039214427256,33.51238311771306",128209295.0,L
19,https://www.zillow.com/b/2139-w.-glenrosa-avenue-1-phoenix-az-9TV38M/,Apartment,825.0,700.0,sqft,1.18,2.0,1.0,2139 W Glenrosa Ave,Phoenix,85015,AZ,USA,1.0,"2139 W Glenrosa Ave, Phoenix, AZ, 85015",Match,Exact,"2139 W GLENROSA AVE, PHOENIX, AZ, 85015","-112.10553076301005,33.49858558204386",128588509.0,L
20,https://www.zillow.com/homedetails/829-N-4th-Ave-APT-7-Phoenix-AZ-85003/2087274534_zpid/,Apartment,829.0,325.0,sqft,2.55,,1.0,829 N 4th Ave,Phoenix,85003,AZ,USA,0.0,"829 N 4th Ave, Phoenix, AZ, 85003",Match,Exact,"829 N 4TH AVE, PHOENIX, AZ, 85003","-112.07885719913133,33.457298990575055",128211912.0,R
21,https://www.zillow.com/apartments/phoenix-az/tides-on-cave-creek/5XhyJz/,Building,,,,,,,12810 N  Cave Creek Rd,Phoenix,85022,AZ,USA,1.0,"12810 N  Cave Creek Rd, Phoenix, AZ, 85022",Match,Exact,"12810 N CAVE CREEK RD, PHOENIX, AZ, 85022","-112.03698130559434,33.60253109706571",128184043.0,L
22,https://www.zillow.com/apartments/phoenix-az/ardella-on-28th/5XhyDk/,Building,,,,,,,12435 N  28th Dr   -F15,Phoenix,85029,AZ,USA,1.0,"12435 N  28th Dr   -F15, Phoenix, AZ, 85029",Match,Non_Exact,"12435 N 28TH DR, PHOENIX, AZ, 85029","-112.11969524195484,33.59851624873886",128181242.0,R
23,https://www.zillow.com/apartments/phoenix-az/madera-at-metro/5XhyWz/,Building,,,,,,,3161 W  Cheryl Dr,Phoenix,85051,AZ,USA,0.0,"3161 W  Cheryl Dr, Phoenix, AZ, 85051",Match,Exact,"3161 W CHERYL DR, PHOENIX, AZ, 85051","-112.12788783682151,33.577387596958715",128311106.0,L
24,https://www.zillow.com/b/polk-apartments-central-phoenix-phoenix-az-5ZbQLC/,Building,,,,,,,338 N  23rd St,Phoenix,85006,AZ,USA,1.0,"338 N  23rd St, Phoenix, AZ, 85006",Match,Exact,"338 N 23RD ST, PHOENIX, AZ, 85006","-112.03268180112008,33.4520017153701",128214993.0,L
25,https://www.zillow.com/apartments/phoenix-az/sunset-sound-studio-apartments/9hJv29/,Building,,,,,,,2323 E  Van Buren St S,Phoenix,85006,AZ,USA,0.0,"2323 E  Van Buren St S, Phoenix, AZ, 85006",Match,Non_Exact,"2323 E VAN BUREN ST, PHOENIX, AZ, 85006","-112.03201552220202,33.451311110381596",128215005.0,R
26,https://www.zillow.com/apartments/phoenix-az/avenue-19/5ZbCZj/,Building,,,,,,,6545 N  19th Ave,Phoenix,85015,AZ,USA,1.0,"6545 N  19th Ave, Phoenix, AZ, 85015",Match,Exact,"6545 N 19TH AVE, PHOENIX, AZ, 85015","-112.09955468397203,33.53262218993069",653306045.0,R
27,https://www.zillow.com/b/urban-188-phoenix-az-5XhyHG/,Building,,,,,,,1601 W  Camelback Rd,Phoenix,85015,AZ,USA,1.0,"1601 W  Camelback Rd, Phoenix, AZ, 85015",Match,Exact,"1601 W CAMELBACK RD, PHOENIX, AZ, 85015","-112.09392430113076,33.50946192583871",128205890.0,L
28,https://www.zillow.com/homedetails/1229-W-Pierce-St-2-Phoenix-AZ-85007/342172153_zpid/,Apartment,849.0,400.0,sqft,2.12,,1.0,1229 W Pierce St,Phoenix,85007,AZ,USA,0.0,"1229 W Pierce St, Phoenix, AZ, 85007",Match,Exact,"1229 W PIERCE ST, PHOENIX, AZ, 85007","-112.08899043628713,33.45595544916148",128211574.0,L
29,https://www.zillow.com/homedetails/1223-Grand-Ave-4-Phoenix-AZ-85007/2080018087_zpid/,Apartment,849.0,600.0,sqft,1.42,1.0,1.0,1223 Grand Ave,Phoenix,85007,AZ,USA,0.0,"1223 Grand Ave, Phoenix, AZ, 85007",Match,Exact,"1223 GRAND AVE, PHOENIX, AZ, 85007","-112.08838233214595,33.456216571629284",128211794.0,L
30,https://www.zillow.com/homedetails/8816-N-6th-Pl-4-Phoenix-AZ-85020/2078280300_zpid/,Apartment,849.0,295.0,sqft,2.88,1.0,1.0,8816 N 6th Pl,Phoenix,85020,AZ,USA,0.0,"8816 N 6th Pl, Phoenix, AZ, 85020",Match,Exact,"8816 N 6TH PL, PHOENIX, AZ, 85020","-112.06619223964594,33.56447768846624",128206551.0,L
31,https://www.zillow.com/homedetails/9230-N-6th-St-APT-9-Phoenix-AZ-85020/2101940940_zpid/,Apartment,849.0,475.0,sqft,1.79,1.0,1.0,9230 N 6th St,Phoenix,85020,AZ,USA,1.0,"9230 N 6th St, Phoenix, AZ, 85020",Match,Exact,"9230 N 6TH ST, PHOENIX, AZ, 85020","-112.06636287156743,33.57017234155171",128206504.0,L
32,https://www.zillow.com/homedetails/909-E-Roosevelt-St-APT-1-Phoenix-AZ-85006/2110893798_zpid/,Apartment,849.0,450.0,sqft,1.89,,1.0,909 E Roosevelt St,Phoenix,85006,AZ,USA,0.0,"909 E Roosevelt St, Phoenix, AZ, 85006",Match,Exact,"909 E ROOSEVELT ST, PHOENIX, AZ, 85006","-112.06189452185993,33.45863198959643",128213828.0,R
33,https://www.zillow.com/b/fq-story-apartments-1216-2-phoenix-az-5j2SWy/,Apartment,849.0,550.0,sqft,1.54,1.0,1.0,1216 W Roosevelt St,Phoenix,85007,AZ,USA,1.0,"1216 W Roosevelt St, Phoenix, AZ, 85007",Match,Exact,"1216 W ROOSEVELT ST, PHOENIX, AZ, 85007","-112.08827255583861,33.45874017796757",128211792.0,R
34,https://www.zillow.com/b/621-n-30th-pl-phoenix-az-5Xrs7n/,Building,,,,,,,621 N  30th Pl,Phoenix,85008,AZ,USA,1.0,"621 N  30th Pl, Phoenix, AZ, 85008",Match,Exact,"621 N 30TH PL, PHOENIX, AZ, 85008","-112.01589512974118,33.455679747253214",128223377.0,R
35,https://www.zillow.com/b/3810-n-maryvale-pkwy-phoenix-az-5Xk7Tj/,Building,,,,,,,3810 N  Maryvale Pkwy,Phoenix,85031,AZ,USA,1.0,"3810 N  Maryvale Pkwy, Phoenix, AZ, 85031",Match,Exact,"3810 N MARYVALE PKWY, PHOENIX, AZ, 85031","-112.17420499727262,33.49205264437711",128198128.0,R
36,https://www.zillow.com/homedetails/6653-N-27th-Ave-Phoenix-AZ-85017/7772588_zpid/,Apartment,850.0,880.0,sqft,0.97,2.0,1.0,6653 N 27th Ave,Phoenix,85017,AZ,USA,0.0,"6653 N 27th Ave, Phoenix, AZ, 85017",Match,Exact,"6653 N 27TH AVE, PHOENIX, AZ, 85017","-112.11682623023307,33.534366038937776",128582070.0,R
37,https://www.zillow.com/homedetails/1402-W-Polk-St-APT-102-Phoenix-AZ-85007/2055076274_zpid/,Apartment,850.0,550.0,sqft,1.55,1.0,1.0,1402 W Polk St,Phoenix,85007,AZ,USA,1.0,"1402 W Polk St, Phoenix, AZ, 85007",Match,Exact,"1402 W POLK ST, PHOENIX, AZ, 85007","-112.09035025559729,33.453367178808776",128211590.0,R
38,https://www.zillow.com/homedetails/8816-N-6th-Pl-UNIT-2-Phoenix-AZ-85020/2083611427_zpid/,Apartment,850.0,214.0,sqft,3.97,,1.0,8816 N 6th Pl,Phoenix,85020,AZ,USA,0.0,"8816 N 6th Pl, Phoenix, AZ, 85020",Match,Exact,"8816 N 6TH PL, PHOENIX, AZ, 85020","-112.06619223964594,33.56447768846624",128206551.0,L
39,https://www.zillow.com/homedetails/4214-N-10th-St-APT-6-Phoenix-AZ-85014/2085222322_zpid/,Apartment,850.0,350.0,sqft,2.43,,1.0,4214 N 10th St,Phoenix,85014,AZ,USA,0.0,"4214 N 10th St, Phoenix, AZ, 85014",Match,Exact,"4214 N 10TH ST, PHOENIX, AZ, 85014","-112.06079063403922,33.49700568072711",128208995.0,L
40,https://www.zillow.com/homedetails/1301-W-Clarendon-Ave-APT-2-Phoenix-AZ-85013/2053396839_zpid/,Apartment,850.0,850.0,sqft,1.0,2.0,1.0,1301 W Clarendon Ave,Phoenix,85013,AZ,USA,1.0,"1301 W Clarendon Ave, Phoenix, AZ, 85013",Match,Exact,"1301 W CLARENDON AVE, PHOENIX, AZ, 85013","-112.08921348643287,33.49124687597492",652598110.0,L
41,https://www.zillow.com/homedetails/4223-N-1st-Ave-1-Phoenix-AZ-85013/2067358400_zpid/,Apartment,850.0,640.0,sqft,1.33,1.0,1.0,4223 N 1st Ave,Phoenix,85013,AZ,USA,1.0,"4223 N 1st Ave, Phoenix, AZ, 85013",Match,Exact,"4223 N 1ST AVE, PHOENIX, AZ, 85013","-112.07480527094185,33.4969514066384",128208689.0,R
42,https://www.zillow.com/apartments/phoenix-az/rise-north-mountain/5XhyHs/,Building,,,,,,,9202 N  19th Ave  e7e2d315,Phoenix,85021,AZ,USA,1.0,"9202 N  19th Ave  e7e2d315, Phoenix, AZ, 85021",Match,Non_Exact,"9202 N 19TH AVE, PHOENIX, AZ, 85021","-112.09968900835815,33.56991458679744",128918430.0,L
43,https://www.zillow.com/b/2010-e-sweetwater-ave._sp%26family-llc-phoenix-az-9TVhgs/,Apartment,850.0,750.0,sqft,1.13,1.0,1.0,2010 E Sweetwater Ave,Phoenix,85022,AZ,USA,0.0,"2010 E Sweetwater Ave, Phoenix, AZ, 85022",Match,Exact,"2010 E SWEETWATER AVE, PHOENIX, AZ, 85022","-112.0391274160728,33.6041891555754",243915045.0,L
44,https://www.zillow.com/homedetails/2343-E-Pueblo-Ave-18-Phoenix-AZ-85040/346950487_zpid/,Apartment,850.0,1100.0,sqft,0.77,2.0,1.0,2343 E Pueblo Ave,Phoenix,85040,AZ,USA,1.0,"2343 E Pueblo Ave, Phoenix, AZ, 85040",Match,Exact,"2343 E PUEBLO AVE, PHOENIX, AZ, 85040","-112.03082337339629,33.40783258985249",128216257.0,R
45,https://www.zillow.com/apartments/phoenix-az/hilton-apartments/5ZbPPM/,Building,,,,,,,825 N  2nd Ave,Phoenix,85003,AZ,USA,0.0,"825 N  2nd Ave, Phoenix, AZ, 85003",Match,Exact,"825 N 2ND AVE, PHOENIX, AZ, 85003","-112.07633980527123,33.456984106887944",128213397.0,R
46,https://www.zillow.com/b/5th-ave-%26-fillmore-phoenix-az-BbBB3Z/,Apartment,850.0,325.0,sqft,2.62,1.0,1.0,602 N 5th Ave,Phoenix,85003,AZ,USA,0.0,"602 N 5th Ave, Phoenix, AZ, 85003",Match,Exact,"602 N 5TH AVE, PHOENIX, AZ, 85003","-112.08023135002577,33.45482210646088",128211910.0,L
47,"https://www.zillow.com/b/studio,-1.0-bath,-600-sqft,-%24850-phoenix-az-9TVbyM/",Apartment,850.0,600.0,sqft,1.42,,1.0,9238 N 7th Ave,Phoenix,85021,AZ,USA,1.0,"9238 N 7th Ave, Phoenix, AZ, 85021",Match,Exact,"9238 N 7TH AVE, PHOENIX, AZ, 85021","-112.08258330735902,33.56998363448747",128585355.0,L
48,https://www.zillow.com/apartments/phoenix-az/aspire-west-phoenix/5XhyKN/,Building,,,,,,,4903 W  Thomas Rd,Phoenix,85031,AZ,USA,0.0,"4903 W  Thomas Rd, Phoenix, AZ, 85031",Match,Exact,"4903 W THOMAS RD, PHOENIX, AZ, 85031","-112.1625318626468,33.48046768720985",652595994.0,L
49,https://www.zillow.com/apartments/phoenix-az/union-on-28th/5XhyGT/,Building,,,,,,,11821 N  28th Dr   ad5dcd,Phoenix,85029,AZ,USA,1.0,"11821 N  28th Dr   ad5dcd, Phoenix, AZ, 85029",Match,Non_Exact,"11821 N 28TH DR, PHOENIX, AZ, 85029","-112.11904741801521,33.592635086855694",128950940.0,R
50,https://www.zillow.com/b/5106-e-van-buren-st-phoenix-az-CdTyrk/,Building,,,,,,,5106 E  Van Buren St,Phoenix,85008,AZ,USA,0.0,"5106 E  Van Buren St, Phoenix, AZ, 85008",Match,Exact,"5106 E VAN BUREN ST, PHOENIX, AZ, 85008","-111.97215121940974,33.45102478012643",647759218.0,L
51,https://www.zillow.com/apartments/phoenix-az/capri-on-camelback/5XhyJB/,Building,,,,,,,5115 N  40th St,Phoenix,85018,AZ,USA,1.0,"5115 N  40th St, Phoenix, AZ, 85018",Match,Exact,"5115 N 40TH ST, PHOENIX, AZ, 85018","-111.99522155651516,33.511500438440976",612962468.0,R
52,https://www.zillow.com/homedetails/2201-E-Roosevelt-St-14-Phoenix-AZ-85006/345093153_zpid/,Apartment,875.0,350.0,sqft,2.5,,1.0,2201 E Roosevelt St,Phoenix,85006,AZ,USA,1.0,"2201 E Roosevelt St, Phoenix, AZ, 85006",Match,Exact,"2201 E ROOSEVELT ST, PHOENIX, AZ, 85006","-112.0345303117922,33.458580583785306",128214934.0,R
53,https://www.zillow.com/apartments/phoenix-az/the-edge-on-seventeen/5Xjq9k/,Building,,,,,,,2501 W  Ocotillo Rd,Phoenix,85017,AZ,USA,0.0,"2501 W  Ocotillo Rd, Phoenix, AZ, 85017",Match,Exact,"2501 W OCOTILLO RD, PHOENIX, AZ, 85017","-112.11266999598809,33.53489999302582",128302384.0,L
54,https://www.zillow.com/apartments/phoenix-az/rise-at-the-preserve/5XhyKS/,Building,,,,,,,1502 W  Glendale Ave  fccd959,Phoenix,85021,AZ,USA,1.0,"1502 W  Glendale Ave  fccd959, Phoenix, AZ, 85021",Match,Non_Exact,"1502 W GLENDALE AVE, PHOENIX, AZ, 85021","-112.09121980522013,33.53856271086755",639300329.0,R
55,https://www.zillow.com/homedetails/2122-W-Amelia-Ave-APT-1-Phoenix-AZ-85015/2082973889_zpid/,Apartment,875.0,562.0,sqft,1.56,1.0,1.0,2122 W Amelia Ave,Phoenix,85015,AZ,USA,0.0,"2122 W Amelia Ave, Phoenix, AZ, 85015",Match,Exact,"2122 W AMELIA AVE, PHOENIX, AZ, 85015","-112.10500825319457,33.494308173996046",128205237.0,R
56,https://www.zillow.com/apartments/phoenix-az/tides-on-27th/5XhyPY/,Building,,,,,,,6131 N  27th Ave,Phoenix,85017,AZ,USA,1.0,"6131 N  27th Ave, Phoenix, AZ, 85017",Match,Exact,"6131 N 27TH AVE, PHOENIX, AZ, 85017","-112.11683776317165,33.52672109730014",128582068.0,R
57,https://www.zillow.com/apartments/phoenix-az/tides-at-east-glendale/5XhyJC/,Building,,,,,,,4141 W  Glendale Ave,Phoenix,85051,AZ,USA,1.0,"4141 W  Glendale Ave, Phoenix, AZ, 85051",Match,Exact,"4141 W GLENDALE AVE, PHOENIX, AZ, 85051","-112.14829796160353,33.53840157887254",642658057.0,L
58,https://www.zillow.com/apartments/phoenix-az/sunrise-on-25th-apartments-1041-n-25th-pl/9TTcXF/,Building,,,,,,,1041 N  25th Pl,Phoenix,85008,AZ,USA,1.0,"1041 N  25th Pl, Phoenix, AZ, 85008",Match,Exact,"1041 N 25TH PL, PHOENIX, AZ, 85008","-112.02689909139838,33.459333294614225",128214668.0,R
59,https://www.zillow.com/homedetails/2809-E-Wier-Ave-Phoenix-AZ-85040/81979135_zpid/,Apartment,890.0,600.0,sqft,1.48,1.0,1.0,2809 E Wier Ave,Phoenix,85040,AZ,USA,1.0,"2809 E Wier Ave, Phoenix, AZ, 85040",Match,Exact,"2809 E WIER AVE, PHOENIX, AZ, 85040","-112.02092846962245,33.40325994308705",650783144.0,R
60,https://www.zillow.com/homedetails/8837-N-2nd-Way-UNIT-2-Phoenix-AZ-85020/2092867749_zpid/,Apartment,890.0,525.0,sqft,1.7,1.0,1.0,8837 N 2nd Way,Phoenix,85020,AZ,USA,1.0,"8837 N 2nd Way, Phoenix, AZ, 85020",Match,Exact,"8837 N 2ND WAY, PHOENIX, AZ, 85020","-112.07055721304306,33.56479429228301",128206529.0,R
61,https://www.zillow.com/apartments/phoenix-az/mojave-apartments/5fwMDV/,Building,,,,,,,2020 W  Orangewood Ave,Phoenix,85021,AZ,USA,1.0,"2020 W  Orangewood Ave, Phoenix, AZ, 85021",Match,Exact,"2020 W ORANGEWOOD AVE, PHOENIX, AZ, 85021","-112.10222228562537,33.54591774254101",128203173.0,R
62,https://www.zillow.com/b/carlton-court-phoenix-az-5ZbKjZ/,Building,,,,,,,5024 E  Thomas Rd,Phoenix,85018,AZ,USA,1.0,"5024 E  Thomas Rd, Phoenix, AZ, 85018",Match,Exact,"5024 E THOMAS RD, PHOENIX, AZ, 85018","-111.97345388100445,33.4801327221881",642650681.0,L
63,https://www.zillow.com/homedetails/8829-N-6th-St-2-Phoenix-AZ-85020/345669138_zpid/,Apartment,895.0,520.0,sqft,1.72,1.0,1.0,8829 N 6th St,Phoenix,85020,AZ,USA,0.0,"8829 N 6th St, Phoenix, AZ, 85020",Match,Exact,"8829 N 6TH ST, PHOENIX, AZ, 85020","-112.06690367379053,33.56467434918898",128206549.0,R
64,https://www.zillow.com/homedetails/721-W-Cheryl-Dr-APT-1-Phoenix-AZ-85021/2081111717_zpid/,Apartment,895.0,600.0,sqft,1.49,1.0,1.0,721 W Cheryl Dr,Phoenix,85021,AZ,USA,1.0,"721 W Cheryl Dr, Phoenix, AZ, 85021",Match,Exact,"721 W CHERYL DR, PHOENIX, AZ, 85021","-112.08346574152091,33.578505570009554",128918471.0,L
65,https://www.zillow.com/homedetails/4143-N-27th-St-APT-3-Phoenix-AZ-85016/2082210136_zpid/,Apartment,895.0,630.0,sqft,1.42,1.0,1.0,4143 N 27th St,Phoenix,85016,AZ,USA,1.0,"4143 N 27th St, Phoenix, AZ, 85016",Match,Exact,"4143 N 27TH ST, PHOENIX, AZ, 85016","-112.02367627899014,33.49579884617833",128219287.0,R
66,https://www.zillow.com/b/9242-n-7th-ave-phoenix-az-B3DQQh/,Building,,,,,,,9242 N  7th Ave,Phoenix,85021,AZ,USA,1.0,"9242 N  7th Ave, Phoenix, AZ, 85021",Match,Exact,"9242 N 7TH AVE, PHOENIX, AZ, 85021","-112.08258321017212,33.57001376175441",128585355.0,L
67,https://www.zillow.com/homedetails/5150-N-22nd-Ave-APT-4-Phoenix-AZ-85015/2096276658_zpid/,Apartment,895.0,572.0,sqft,1.56,1.0,1.0,5150 N 22nd Ave,Phoenix,85015,AZ,USA,1.0,"5150 N 22nd Ave, Phoenix, AZ, 85015",Match,Exact,"5150 N 22ND AVE, PHOENIX, AZ, 85015","-112.1063368081812,33.51230461239402",128204769.0,L
68,https://www.zillow.com/apartments/phoenix-az/rise-thunderbird/5XhyLv/,Building,,,,,,,14020 N  Black Canyon Hwy  f4f,Phoenix,85053,AZ,USA,1.0,"14020 N  Black Canyon Hwy  f4f, Phoenix, AZ, 85053",Match,Non_Exact,"14020 N BLACK CANYON HWY, PHOENIX, AZ, 85053","-112.11709340712565,33.614528931461734",128914335.0,L
69,"https://www.zillow.com/b/9606-n-11th-ave,-phoenix-az-phoenix-az-9WbMtd/",Apartment,895.0,672.0,sqft,1.33,2.0,1.0,9606 N 11th Ave,Phoenix,85021,AZ,USA,1.0,"9606 N 11th Ave, Phoenix, AZ, 85021",Match,Exact,"9606 N 11TH AVE, PHOENIX, AZ, 85021","-112.08694926905667,33.573191913340736",128203515.0,L
70,https://www.zillow.com/b/4211-s-3rd-st-phoenix-az-5XqVpf/,Apartment,895.0,861.0,sqft,1.04,2.0,2.0,4211 S 3rd St,Phoenix,85040,AZ,USA,0.0,"4211 S 3rd St, Phoenix, AZ, 85040",Match,Exact,"4211 S 3RD ST, PHOENIX, AZ, 85040","-112.06943219791856,33.40808159836422",128215305.0,L
71,https://www.zillow.com/apartments/phoenix-az/the-studio-on-12th-street/5XmYkc/,Apartment,895.0,400.0,sqft,2.24,,1.0,4130 N 12th St,Phoenix,85014,AZ,USA,1.0,"4130 N 12th St, Phoenix, AZ, 85014",Match,Exact,"4130 N 12TH ST, PHOENIX, AZ, 85014","-112.05638633506817,33.49538948178423",128209041.0,L
72,https://www.zillow.com/homedetails/15605-N-29th-St-UNIT-5-Phoenix-AZ-85032/2060490412_zpid/,Apartment,899.0,850.0,sqft,1.06,2.0,1.0,15605 N 29th St,Phoenix,85032,AZ,USA,1.0,"15605 N 29th St, Phoenix, AZ, 85032",Match,Exact,"15605 N 29TH ST, PHOENIX, AZ, 85032","-112.01983634183398,33.628532965044315",128310812.0,R
73,https://www.zillow.com/b/3131-w-cochise-dr-phoenix-az-5Xqv24/,Building,,,,,,,3131 W  Cochise Dr Unit 107,Phoenix,85051,AZ,USA,1.0,"3131 W  Cochise Dr Unit 107, Phoenix, AZ, 85051",Match,Exact,"3131 W COCHISE DR, PHOENIX, AZ, 85051","-112.12844633440136,33.580530572104806",128202519.0,L
74,https://www.zillow.com/homedetails/1103-W-Sherman-St-2-Phoenix-AZ-85007/2066669139_zpid/,Apartment,899.0,500.0,sqft,1.8,1.0,1.0,1103 W Sherman St,Phoenix,85007,AZ,USA,0.0,"1103 W Sherman St, Phoenix, AZ, 85007",Match,Exact,"1103 W SHERMAN ST, PHOENIX, AZ, 85007","-112.08699189986527,33.43980600670227",128212000.0,L
75,https://www.zillow.com/b/1548-w-mckinley-st-phoenix-az-9TTb9t/,Building,,,,,,,1548 W  McKinley St,Phoenix,85007,AZ,USA,1.0,"1548 W  McKinley St, Phoenix, AZ, 85007",Match,Exact,"1548 W MCKINLEY ST, PHOENIX, AZ, 85007","-112.09287403833883,33.45686434583422",128211565.0,R
76,https://www.zillow.com/homedetails/2230-E-Polk-St-10-Phoenix-AZ-85006/2078360752_zpid/,Apartment,899.0,440.0,sqft,2.04,1.0,1.0,2230 E Polk St,Phoenix,85006,AZ,USA,0.0,"2230 E Polk St, Phoenix, AZ, 85006",Match,Exact,"2230 E POLK ST, PHOENIX, AZ, 85006","-112.03395824523591,33.45297753534834",128214992.0,L
77,https://www.zillow.com/apartments/phoenix-az/modern-quarters-apartments/5XrpvX/,Building,,,,,,,6702 N  17th Ave,Phoenix,85015,AZ,USA,0.0,"6702 N  17th Ave, Phoenix, AZ, 85015",Match,Exact,"6702 N 17TH AVE, PHOENIX, AZ, 85015","-112.09532670364149,33.535814886178855",635823096.0,L
78,https://www.zillow.com/homedetails/6242-N-27th-Ave-Phoenix-AZ-85017/346179304_zpid/,Apartment,900.0,656.0,sqft,1.37,1.0,1.0,6242 N 27th Ave,Phoenix,85017,AZ,USA,0.0,"6242 N 27th Ave, Phoenix, AZ, 85017",Match,Exact,"6242 N 27TH AVE, PHOENIX, AZ, 85017","-112.11696369822141,33.52847446909385",128579955.0,L
79,https://www.zillow.com/homedetails/2113-N-24th-Pl-Phoenix-AZ-85008/7543765_zpid/,Apartment,900.0,365.0,sqft,2.47,1.0,1.0,2113 N 24th Pl,Phoenix,85008,AZ,USA,1.0,"2113 N 24th Pl, Phoenix, AZ, 85008",Match,Exact,"2113 N 24TH PL, PHOENIX, AZ, 85008","-112.02893230270729,33.47052054982322",128214608.0,R
80,https://www.zillow.com/homedetails/9647-N-10th-Ave-102-Phoenix-AZ-85021/2079877903_zpid/,Apartment,900.0,350.0,sqft,2.57,1.0,1.0,9647 N 10th Ave,Phoenix,85021,AZ,USA,1.0,"9647 N 10th Ave, Phoenix, AZ, 85021",Match,Exact,"9647 N 10TH AVE, PHOENIX, AZ, 85021","-112.08571294432653,33.57396485094762",128203529.0,R
81,https://www.zillow.com/homedetails/3105-W-Van-FITA10-Phoenix-AZ-85009/2052867455_zpid/,Apartment,900.0,960.0,sqft,0.94,,1.0,3105 W Van,Phoenix,85009,AZ,USA,1.0,"3105 W Van, Phoenix, AZ, 85009",No_Match,,,,,
82,https://www.zillow.com/homedetails/6310-N-Black-Canyon-Hwy-APT-229-Phoenix-AZ-85017/2053079646_zpid/,Apartment,900.0,627.0,sqft,1.44,1.0,1.0,6310 N Black Canyon Hwy,Phoenix,85017,AZ,USA,1.0,"6310 N Black Canyon Hwy, Phoenix, AZ, 85017",Match,Exact,"6310 N BLACK CANYON HWY, PHOENIX, AZ, 85017","-112.1126459201933,33.529616228290934",128319713.0,L
83,https://www.zillow.com/homedetails/6310-N-Black-Canyon-Hwy-218-Phoenix-AZ-85017/2053347470_zpid/,Apartment,900.0,627.0,sqft,1.44,1.0,1.0,6310 N Black Canyon Hwy,Phoenix,85017,AZ,USA,1.0,"6310 N Black Canyon Hwy, Phoenix, AZ, 85017",Match,Exact,"6310 N BLACK CANYON HWY, PHOENIX, AZ, 85017","-112.1126459201933,33.529616228290934",128319713.0,L
84,https://www.zillow.com/homedetails/2310-E-Roosevelt-St-18-Phoenix-AZ-85006/2066855380_zpid/,Apartment,900.0,300.0,sqft,3.0,,1.0,2310 E Roosevelt St,Phoenix,85006,AZ,USA,0.0,"2310 E Roosevelt St, Phoenix, AZ, 85006",Match,Exact,"2310 E ROOSEVELT ST, PHOENIX, AZ, 85006","-112.03174334942435,33.45868703775642",128214984.0,L
85,https://www.zillow.com/apartments/phoenix-az/portola-north-phoenix/65hK5L/,Building,,,,,,,2700 W  Sahuaro Dr   bcbe1838,Phoenix,85029,AZ,USA,0.0,"2700 W  Sahuaro Dr   bcbe1838, Phoenix, AZ, 85029",Match,Non_Exact,"2700 W SAHUARO DR, PHOENIX, AZ, 85029","-112.11774569052511,33.58384835841679",642858695.0,R
86,https://www.zillow.com/apartments/phoenix-az/tides-on-44th/5XhyPx/,Building,,,,,,,4030 N  44th Ave,Phoenix,85031,AZ,USA,1.0,"4030 N  44th Ave, Phoenix, AZ, 85031",Match,Exact,"4030 N 44TH AVE, PHOENIX, AZ, 85031","-112.15437425738031,33.49444718917675",128198358.0,R
