Unique ID,Property URL,Property type,Rental price (USD per month),Living area,Living area unit,Price per living area unit (USD),Bedrooms,Bathrooms,Street address,City,Zip,State,Country,AC,Address,Match,Exact,Formatted Address,Coordinates,N,LR
1082,https://www.zillow.com/homedetails/2954-E-Donner-Dr-Phoenix-AZ-85042/71619609_zpid/,Apartment,1950.0,1439.0,sqft,1.36,3.0,2.5,2954 E Donner Dr,Phoenix,85042,AZ,USA,1.0,"2954 E Donner Dr, Phoenix, AZ, 85042",Match,Exact,"2954 E DONNER DR, PHOENIX, AZ, 85042","-112.01845038249292,33.37838333628662",614558197.0,L
1083,https://www.zillow.com/homedetails/1920-W-Mulberry-Dr-2-Phoenix-AZ-85015/2058119957_zpid/,Apartment,1950.0,890.0,sqft,2.19,2.0,1.0,1920 W Mulberry Dr,Phoenix,85015,AZ,USA,1.0,"1920 W Mulberry Dr, Phoenix, AZ, 85015",Match,Exact,"1920 W MULBERRY DR, PHOENIX, AZ, 85015","-112.10034252083676,33.48682017477165",128205294.0,R
1084,https://www.zillow.com/homedetails/350-E-Virginia-Cir-Phoenix-AZ-85004/2128509711_zpid/,Apartment,1950.0,1050.0,sqft,1.86,2.0,1.0,350 E Virginia Cir,Phoenix,85004,AZ,USA,1.0,"350 E Virginia Cir, Phoenix, AZ, 85004",Match,Exact,"350 E VIRGINIA CIR, PHOENIX, AZ, 85004","-112.06761366799935,33.47731617435454",128212991.0,L
1085,https://www.zillow.com/homedetails/5308-N-15th-Dr-Phoenix-AZ-85015/7776098_zpid/,Apartment,1950.0,1034.0,sqft,1.89,2.0,2.0,5308 N 15th Dr,Phoenix,85015,AZ,USA,1.0,"5308 N 15th Dr, Phoenix, AZ, 85015",Match,Exact,"5308 N 15TH DR, PHOENIX, AZ, 85015","-112.0915609290343,33.51473076651854",642851360.0,L
1086,https://www.zillow.com/b/1850-e-maryland-ave-phoenix-az-5XqhmF/,Building,,,,,,,1850 E  Maryland Ave Unit 28,Phoenix,85016,AZ,USA,1.0,"1850 E  Maryland Ave Unit 28, Phoenix, AZ, 85016",Match,Exact,"1850 E MARYLAND AVE, PHOENIX, AZ, 85016","-112.04076181641108,33.53106528581503",642858677.0,L
1087,https://www.zillow.com/homedetails/3600-N-5th-Ave-APT-201-Phoenix-AZ-85013/72291291_zpid/,Apartment,1950.0,1344.0,sqft,1.45,2.0,2.0,3600 N 5th Ave,Phoenix,85013,AZ,USA,0.0,"3600 N 5th Ave, Phoenix, AZ, 85013",Match,Exact,"3600 N 5TH AVE, PHOENIX, AZ, 85013","-112.08050565721686,33.49025524769553",128206323.0,L
1088,https://www.zillow.com/homedetails/4207-W-Hayduk-Rd-2-Laveen-AZ-85339/344551598_zpid/,Apartment,1950.0,670.0,sqft,2.91,1.0,1.0,4207 W Hayduk Rd,Laveen,85339,AZ,USA,1.0,"4207 W Hayduk Rd, Laveen, AZ, 85339",No_Match,,,,,
1089,https://www.zillow.com/homedetails/844-N-4th-Ave-5-Phoenix-AZ-85003/2057116023_zpid/,Apartment,1950.0,890.0,sqft,2.19,2.0,1.0,844 N 4th Ave,Phoenix,85003,AZ,USA,1.0,"844 N 4th Ave, Phoenix, AZ, 85003",Match,Exact,"844 N 4TH AVE, PHOENIX, AZ, 85003","-112.07899087570297,33.45760322928891",128211912.0,L
1090,https://www.zillow.com/homedetails/4540-N-44th-St-UNIT-48-Phoenix-AZ-85018/7835803_zpid/,Apartment,1950.0,629.0,sqft,3.1,1.0,1.0,4540 N 44th St,Phoenix,85018,AZ,USA,1.0,"4540 N 44th St, Phoenix, AZ, 85018",Match,Exact,"4540 N 44TH ST, PHOENIX, AZ, 85018","-111.98688462814499,33.50288342265918",642856039.0,L
1091,"https://www.zillow.com/b/3-bed,-2.0-bath,-1265-sqft,-%241,949-phoenix-az-9TVRww/",Apartment,1949.0,1265.0,sqft,1.54,3.0,2.0,1319 E Purdue Ave UNIT A,Phoenix,85020,AZ,USA,1.0,"1319 E Purdue Ave UNIT A, Phoenix, AZ, 85020",Match,Non_Exact,"1319 E PURDUE AVE, PHOENIX, AZ, 85020","-112.05404796240202,33.573504956377576",128206853.0,R
1092,https://www.zillow.com/apartments/phoenix-az/santa-rosa/5XkjcQ/,Building,,,,,,,3425 E  Chandler Blvd,Phoenix,85048,AZ,USA,0.0,"3425 E  Chandler Blvd, Phoenix, AZ, 85048",Match,Exact,"3425 E CHANDLER BLVD, PHOENIX, AZ, 85048","-112.00986483295287,33.30516660350207",128928828.0,R
1093,https://www.zillow.com/apartments/phoenix-az/view-32-apartments/9TVzVh/,Building,,,,,,,10801 N  32nd St,Phoenix,85028,AZ,USA,1.0,"10801 N  32nd St, Phoenix, AZ, 85028",Match,Exact,"10801 N 32ND ST, PHOENIX, AZ, 85028","-112.01304346460222,33.584901586174226",128218362.0,R
1094,https://www.zillow.com/homedetails/15-E-Oregon-Ave-15-Phoenix-AZ-85012/339981107_zpid/,Apartment,1925.0,954.0,sqft,2.02,2.0,1.0,15 E Oregon Ave,Phoenix,85012,AZ,USA,1.0,"15 E Oregon Ave, Phoenix, AZ, 85012",Match,Exact,"15 E OREGON AVE, PHOENIX, AZ, 85012","-112.07260298240845,33.513746043192725",128208287.0,R
1095,https://www.zillow.com/b/2743-e-tierra-buena-ln-apt-1-4-phoenix-az-5Xk8XX/,Building,,,,,,,2743 E  Tierra Buena Ln,Phoenix,85032,AZ,USA,0.0,"2743 E  Tierra Buena Ln, Phoenix, AZ, 85032",Match,Exact,"2743 E TIERRA BUENA LN, PHOENIX, AZ, 85032","-112.02349635931506,33.63021310064079",128259875.0,R
1096,https://www.zillow.com/b/v159-phoenix-az-5Xs3zh/,Building,,,,,,,18250 N  32nd St Unit 1007,Phoenix,85032,AZ,USA,1.0,"18250 N  32nd St Unit 1007, Phoenix, AZ, 85032",Match,Exact,"18250 N 32ND ST, PHOENIX, AZ, 85032","-112.01363594594869,33.6523062686569",128259719.0,L
1097,https://www.zillow.com/homedetails/3825-E-Camelback-Rd-UNIT-247-Phoenix-AZ-85018/71630187_zpid/,Apartment,1900.0,1184.0,sqft,1.6,2.0,2.0,3825 E Camelback Rd,Phoenix,85018,AZ,USA,1.0,"3825 E Camelback Rd, Phoenix, AZ, 85018",Match,Exact,"3825 E CAMELBACK RD, PHOENIX, AZ, 85018","-111.99842355160263,33.50981516111955",128920662.0,R
1098,https://www.zillow.com/b/mirasol-condominiums-phoenix-az-5XtbKN/,Building,,,,,,,1017 E  Maryland Ave Unit 240,Phoenix,85014,AZ,USA,1.0,"1017 E  Maryland Ave Unit 240, Phoenix, AZ, 85014",Match,Exact,"1017 E MARYLAND AVE, PHOENIX, AZ, 85014","-112.06007810297353,33.53092626506418",128208392.0,R
1099,https://www.zillow.com/homedetails/34836-N-30th-Ave-Phoenix-AZ-85086/61628815_zpid/,Condominium,1900.0,,,,2.0,2.0,34836 N 30th Ave,Phoenix,85086,AZ,USA,0.0,"34836 N 30th Ave, Phoenix, AZ, 85086",Match,Exact,"34836 N 30TH AVE, PHOENIX, AZ, 85086","-112.12421384897141,33.80029618837176",639801992.0,L
1100,https://www.zillow.com/homedetails/5122-N-31st-Way-UNIT-214-Phoenix-AZ-85016/7810410_zpid/,Apartment,1900.0,1073.0,sqft,1.77,1.0,1.0,5122 N 31st Way,Phoenix,85016,AZ,USA,1.0,"5122 N 31st Way, Phoenix, AZ, 85016",Match,Exact,"5122 N 31ST WAY, PHOENIX, AZ, 85016","-112.01571193198004,33.5120331699506",652595453.0,L
1101,https://www.zillow.com/homedetails/5303-N-7th-St-UNIT-115-Phoenix-AZ-85014/67804235_zpid/,Apartment,1900.0,1050.0,sqft,1.81,2.0,2.0,5303 N 7th St,Phoenix,85014,AZ,USA,1.0,"5303 N 7th St, Phoenix, AZ, 85014",Match,Exact,"5303 N 7TH ST, PHOENIX, AZ, 85014","-112.06493198391672,33.51381967361027",128208355.0,R
1102,https://www.zillow.com/b/desert-breeze-villas-phoenix-az-5Xj9w4/,Building,,,,,,,10030 W  Indian School Rd,Phoenix,85037,AZ,USA,1.0,"10030 W  Indian School Rd, Phoenix, AZ, 85037",Match,Exact,"10030 W INDIAN SCHOOL RD, PHOENIX, AZ, 85037","-112.27764817650791,33.493917803773115",128944298.0,R
1103,https://www.zillow.com/homedetails/16812-N-2nd-Dr-268-Phoenix-AZ-85023/2055204191_zpid/,Apartment,1900.0,1000.0,sqft,1.9,2.0,2.0,16812 N 2nd Dr,Phoenix,85023,AZ,USA,1.0,"16812 N 2nd Dr, Phoenix, AZ, 85023",Match,Exact,"16812 N 2ND DR, PHOENIX, AZ, 85023","-112.077173841454,33.638888749359694",128888664.0,L
1104,https://www.zillow.com/homedetails/2539-W-Vista-Ave-UNIT-A-Phoenix-AZ-85051/2054451201_zpid/,Apartment,1900.0,1000.0,sqft,1.9,2.0,2.0,2539 W Vista Ave UNIT A,Phoenix,85051,AZ,USA,0.0,"2539 W Vista Ave UNIT A, Phoenix, AZ, 85051",Match,Non_Exact,"2539 W VISTA AVE, PHOENIX, AZ, 85051","-112.11350682528666,33.54692457588504",128202946.0,L
1105,https://www.zillow.com/b/2808-e-kathleen-rd-phoenix-az-5cHKCn/,Building,,,,,,,2808 E  Kathleen Rd   Unit 103,Phoenix,85032,AZ,USA,0.0,"2808 E  Kathleen Rd   Unit 103, Phoenix, AZ, 85032",Match,Exact,"2808 E KATHLEEN RD, PHOENIX, AZ, 85032","-112.0216343656233,33.63074102723709",128583500.0,L
1106,https://www.zillow.com/homedetails/1819-N-18th-St-APT-D2-Phoenix-AZ-85006/2062299915_zpid/,Apartment,1900.0,1000.0,sqft,1.9,2.0,2.0,1819 N 18th St,Phoenix,85006,AZ,USA,0.0,"1819 N 18th St, Phoenix, AZ, 85006",Match,Exact,"1819 N 18TH ST, PHOENIX, AZ, 85006","-112.04325479514864,33.467776193812654",128214278.0,R
1107,https://www.zillow.com/b/4241-n-23rd-ave-phoenix-az-5XkYkP/,Building,,,,,,,4241 N  23rd Ave,Phoenix,85015,AZ,USA,0.0,"4241 N  23rd Ave, Phoenix, AZ, 85015",Match,Exact,"4241 N 23RD AVE, PHOENIX, AZ, 85015","-112.10840934438272,33.497972946520406",128205130.0,R
1108,https://www.zillow.com/homedetails/6767-N-7th-St-UNIT-141-Phoenix-AZ-85014/2140074990_zpid/,Apartment,1900.0,1260.0,sqft,1.51,2.0,1.0,6767 N 7th St,Phoenix,85014,AZ,USA,1.0,"6767 N 7th St, Phoenix, AZ, 85014",Match,Exact,"6767 N 7TH ST, PHOENIX, AZ, 85014","-112.06497715020362,33.53614183263244",128207190.0,R
1109,https://www.zillow.com/homedetails/2698-N-43rd-Ave-34A-Phoenix-AZ-85009/7495240_zpid/,Apartment,1900.0,1006.0,sqft,1.89,3.0,2.0,2698 N 43rd Ave,Phoenix,85009,AZ,USA,1.0,"2698 N 43rd Ave, Phoenix, AZ, 85009",Match,Exact,"2698 N 43RD AVE, PHOENIX, AZ, 85009","-112.151739655693,33.47793717867114",613005384.0,L
1110,https://www.zillow.com/homedetails/Phoenix-AZ-85008/2082965248_zpid/,Apartment,1900.0,550.0,sqft,3.45,1.0,1.0,,Phoenix,85008,AZ,USA,1.0,", Phoenix, AZ, 85008",No_Match,,,,,
1111,https://www.zillow.com/homedetails/3111-E-Clarendon-Ave-UNIT-103-Phoenix-AZ-85016/7538328_zpid/,Apartment,1899.0,850.0,sqft,2.23,2.0,2.0,3111 E Clarendon Ave,Phoenix,85016,AZ,USA,0.0,"3111 E Clarendon Ave, Phoenix, AZ, 85016",Match,Exact,"3111 E CLARENDON AVE, PHOENIX, AZ, 85016","-112.01484639585055,33.491488098534376",128583339.0,R
1112,https://www.zillow.com/homedetails/3635-N-37th-St-UNIT-1-Phoenix-AZ-85018/2084938532_zpid/,Apartment,1899.0,870.0,sqft,2.18,2.0,2.0,3635 N 37th St,Phoenix,85018,AZ,USA,1.0,"3635 N 37th St, Phoenix, AZ, 85018",Match,Exact,"3635 N 37TH ST, PHOENIX, AZ, 85018","-112.00192388393043,33.491016087173705",636110505.0,R
1113,https://www.zillow.com/apartments/phoenix-az/portola-south-mountain/5Xm8y8/,Apartment,1899.0,1120.0,sqft,1.7,3.0,2.0,7611 S 36th St,Phoenix,85042,AZ,USA,1.0,"7611 S 36th St, Phoenix, AZ, 85042",Match,Exact,"7611 S 36TH ST, PHOENIX, AZ, 85042","-112.00552338764163,33.37732713364608",647748054.0,L
1114,https://www.zillow.com/b/5035-n-10th-pl-phoenix-az-5Ymz3Z/,Building,,,,,,,5035 N  10th Pl Unit 212,Phoenix,85014,AZ,USA,1.0,"5035 N  10th Pl Unit 212, Phoenix, AZ, 85014",Match,Exact,"5035 N 10TH PL, PHOENIX, AZ, 85014","-112.05945697011992,33.5104534340785",128208569.0,R
1115,https://www.zillow.com/b/897-east-roma-avenue-phoenix-az-5XsdKc/,Building,,,,,,,897 E  Roma Ave Unit 3,Phoenix,85014,AZ,USA,1.0,"897 E  Roma Ave Unit 3, Phoenix, AZ, 85014",Match,Exact,"897 E ROMA AVE, PHOENIX, AZ, 85014","-112.06242920398932,33.50122231702892",128888974.0,R
1116,https://www.zillow.com/homedetails/616-N-10th-Ave-APT-H-Phoenix-AZ-85007/345154366_zpid/,Apartment,1895.0,,,,2.0,1.0,616 N 10th Ave APT H,Phoenix,85007,AZ,USA,0.0,"616 N 10th Ave APT H, Phoenix, AZ, 85007",Match,Non_Exact,"616 N 10TH AVE, PHOENIX, AZ, 85007","-112.08593967428357,33.455321628955346",128211813.0,L
1117,https://www.zillow.com/homedetails/2910-W-Marconi-Ave-UNIT-124-Phoenix-AZ-85053/7955436_zpid/,Apartment,1895.0,1185.0,sqft,1.6,3.0,2.0,2910 W Marconi Ave,Phoenix,85053,AZ,USA,1.0,"2910 W Marconi Ave, Phoenix, AZ, 85053",Match,Exact,"2910 W MARCONI AVE, PHOENIX, AZ, 85053","-112.12116000732908,33.63078192661965",128180644.0,L
1118,https://www.zillow.com/homedetails/2819-W-Louise-Dr-UNIT-3-Phoenix-AZ-85027/345426282_zpid/,Apartment,1890.0,1450.0,sqft,1.3,2.0,2.0,2819 W Louise Dr,Phoenix,85027,AZ,USA,1.0,"2819 W Louise Dr, Phoenix, AZ, 85027",Match,Exact,"2819 W LOUISE DR, PHOENIX, AZ, 85027","-112.12020795910757,33.68558430053656",243921207.0,L
1119,https://www.zillow.com/homedetails/1130-N-2nd-St-APT-309-Phoenix-AZ-85004/2085959210_zpid/,Apartment,1875.0,1032.0,sqft,1.82,2.0,2.0,1130 N 2nd St,Phoenix,85004,AZ,USA,0.0,"1130 N 2nd St, Phoenix, AZ, 85004",Match,Exact,"1130 N 2ND ST, PHOENIX, AZ, 85004","-112.07131484062364,33.46024643151293",128213046.0,L
1120,https://www.zillow.com/homedetails/17444-N-32nd-St-101-Phoenix-AZ-85032/2061051211_zpid/,Apartment,1850.0,1336.0,sqft,1.38,2.0,2.0,17444 N 32nd St,Phoenix,85032,AZ,USA,1.0,"17444 N 32nd St, Phoenix, AZ, 85032",Match,Exact,"17444 N 32ND ST, PHOENIX, AZ, 85032","-112.01357894852771,33.64468266819398",128184777.0,L
1121,https://www.zillow.com/b/813-e-marlette-ave-phoenix-az-5Xr5DH/,Building,,,,,,,813 E  Marlette Ave,Phoenix,85014,AZ,USA,1.0,"813 E  Marlette Ave, Phoenix, AZ, 85014",Match,Exact,"813 E MARLETTE AVE, PHOENIX, AZ, 85014","-112.06378353366063,33.52909771680066",128208397.0,R
1122,https://www.zillow.com/homedetails/3230-N-37th-St-3-Phoenix-AZ-85018/344051065_zpid/,Apartment,1850.0,825.0,sqft,2.24,2.0,1.0,3230 N 37th St,Phoenix,85018,AZ,USA,1.0,"3230 N 37th St, Phoenix, AZ, 85018",Match,Exact,"3230 N 37TH ST, PHOENIX, AZ, 85018","-112.00208599941635,33.48604620427432",649105117.0,L
1123,"https://www.zillow.com/b/2146-e-taylor-st,-phoenix-az-phoenix-az-9TTYBg/",Building,,,,,,,2146 E  Taylor St,Phoenix,85006,AZ,USA,0.0,"2146 E  Taylor St, Phoenix, AZ, 85006",Match,Exact,"2146 E TAYLOR ST, PHOENIX, AZ, 85006","-112.0343716277622,33.4541137515418",128214990.0,L
1124,https://www.zillow.com/homedetails/1920-W-Mulberry-Dr-3-Phoenix-AZ-85015/2100292821_zpid/,Apartment,1850.0,750.0,sqft,2.47,1.0,1.0,1920 W Mulberry Dr,Phoenix,85015,AZ,USA,1.0,"1920 W Mulberry Dr, Phoenix, AZ, 85015",Match,Exact,"1920 W MULBERRY DR, PHOENIX, AZ, 85015","-112.10034252083676,33.48682017477165",128205294.0,R
1125,https://www.zillow.com/homedetails/Phoenix-AZ-85014/7769278_zpid/,Apartment,1595.0,730.0,sqft,2.18,1.0,1.0,,Phoenix,85014,AZ,USA,1.0,", Phoenix, AZ, 85014",No_Match,,,,,
1126,https://www.zillow.com/homedetails/4227-N-26th-St-APT-F-Phoenix-AZ-85016/2053917517_zpid/,Apartment,1850.0,750.0,sqft,2.47,2.0,1.0,4227 N 26th St APT F,Phoenix,85016,AZ,USA,1.0,"4227 N 26th St APT F, Phoenix, AZ, 85016",Match,Non_Exact,"4227 N 26TH ST, PHOENIX, AZ, 85016","-112.02580507633866,33.497577332249136",128219394.0,R
1127,https://www.zillow.com/apartments/phoenix-az/the-eves/5YLHyy/,Apartment,1850.0,825.0,sqft,2.24,2.0,1.0,3231 N 37th St,Phoenix,85018,AZ,USA,1.0,"3231 N 37th St, Phoenix, AZ, 85018",Match,Exact,"3231 N 37TH ST, PHOENIX, AZ, 85018","-112.00194854920807,33.48606153148745",649105117.0,R
1128,https://www.zillow.com/apartments/phoenix-az/seven-%28az%29/636CVJ/,Building,,,,,,,19800 N  7th St,Phoenix,85024,AZ,USA,1.0,"19800 N  7th St, Phoenix, AZ, 85024",Match,Exact,"19800 N 7TH ST, PHOENIX, AZ, 85024","-112.06569448466604,33.665749825750936",128914564.0,L
1129,https://www.zillow.com/homedetails/4601-E-Southgate-Ave-Phoenix-AZ-85040/67415341_zpid/,Apartment,1845.0,924.0,sqft,2.0,2.0,1.5,4601 E Southgate Ave,Phoenix,85040,AZ,USA,1.0,"4601 E Southgate Ave, Phoenix, AZ, 85040",Match,Exact,"4601 E SOUTHGATE AVE, PHOENIX, AZ, 85040","-111.98210986446003,33.40956658775576",128781158.0,R
1130,https://www.zillow.com/apartments/phoenix-az/the-turn/5XkVsD/,Building,,,,,,,14602 N  19th Ave,Phoenix,85023,AZ,USA,0.0,"14602 N  19th Ave, Phoenix, AZ, 85023",Match,Exact,"14602 N 19TH AVE, PHOENIX, AZ, 85023","-112.09973527399524,33.61916970295135",128945563.0,L
1131,https://www.zillow.com/b/town-home-living-phoenix-az-5fwLyG/,Building,,,,,,,39 W  Medlock Dr,Phoenix,85013,AZ,USA,0.0,"39 W  Medlock Dr, Phoenix, AZ, 85013",Match,Exact,"39 W MEDLOCK DR, PHOENIX, AZ, 85013","-112.07545363850505,33.51169141139667",128208291.0,L
1132,https://www.zillow.com/apartments/phoenix-az/la-serena-at-toscana/5XhyQM/,Building,,,,,,,1814 E  Bell Rd,Phoenix,85022,AZ,USA,0.0,"1814 E  Bell Rd, Phoenix, AZ, 85022",Match,Exact,"1814 E BELL RD, PHOENIX, AZ, 85022","-112.0436552434756,33.640486150878644",648215083.0,L
1133,https://www.zillow.com/apartments/phoenix-az/citra/5XtPQv/,Building,,,,,,,16804 N  42nd Ave,Phoenix,85053,AZ,USA,0.0,"16804 N  42nd Ave, Phoenix, AZ, 85053",Match,Exact,"16804 N 42ND AVE, PHOENIX, AZ, 85053","-112.14894544818361,33.63766677681235",128281920.0,R
1134,https://www.zillow.com/apartments/phoenix-az/the-curve-at-melrose/BJ26Jt/,Building,,,,,,,4333 N  6th Dr   a6,Phoenix,85013,AZ,USA,0.0,"4333 N  6th Dr   a6, Phoenix, AZ, 85013",Match,Non_Exact,"4333 N 6TH DR, PHOENIX, AZ, 85013","-112.08240997618384,33.49884924390335",244030747.0,R
1135,https://www.zillow.com/homedetails/1717-E-Union-Hills-Dr-UNIT-1053-Phoenix-AZ-85024/8001459_zpid/,Apartment,1800.0,1330.0,sqft,1.35,2.0,2.0,1717 E Union Hills Dr,Phoenix,85024,AZ,USA,1.0,"1717 E Union Hills Dr, Phoenix, AZ, 85024",Match,Exact,"1717 E UNION HILLS DR, PHOENIX, AZ, 85024","-112.04636901408071,33.65488855766796",652596084.0,R
1136,https://www.zillow.com/homedetails/18416-N-Cave-Creek-Rd-APT-2008-Phoenix-AZ-85032/68537083_zpid/,Apartment,1800.0,948.0,sqft,1.9,2.0,2.0,18416 N Cave Creek Rd,Phoenix,85032,AZ,USA,0.0,"18416 N Cave Creek Rd, Phoenix, AZ, 85032",Match,Exact,"18416 N CAVE CREEK RD, PHOENIX, AZ, 85032","-112.03092380582223,33.6533731457705",647663192.0,L
1137,https://www.zillow.com/homedetails/3137-E-Fairmount-Ave-3133-Phoenix-AZ-85016/2059074678_zpid/,Apartment,1800.0,817.0,sqft,2.2,2.0,1.0,3137 E Fairmount Ave,Phoenix,85016,AZ,USA,1.0,"3137 E Fairmount Ave, Phoenix, AZ, 85016",Match,Exact,"3137 E FAIRMOUNT AVE, PHOENIX, AZ, 85016","-112.0143183236267,33.493321588561514",642658544.0,R
1138,https://www.zillow.com/homedetails/2414-W-Coolidge-St-C-Phoenix-AZ-85015/2060711379_zpid/,Apartment,1800.0,380.0,sqft,4.74,1.0,1.0,2414 W Coolidge St,Phoenix,85015,AZ,USA,1.0,"2414 W Coolidge St, Phoenix, AZ, 85015",Match,Exact,"2414 W COOLIDGE ST, PHOENIX, AZ, 85015","-112.11086664095205,33.505024116297875",128205056.0,R
1139,https://www.zillow.com/homedetails/4231-N-27th-St-Phoenix-AZ-85016/2099348760_zpid/,Apartment,1800.0,900.0,sqft,2.0,2.0,1.0,4231 N 27th St,Phoenix,85016,AZ,USA,1.0,"4231 N 27th St, Phoenix, AZ, 85016",Match,Exact,"4231 N 27TH ST, PHOENIX, AZ, 85016","-112.02368072907223,33.49735556964828",128219287.0,R
1140,https://www.zillow.com/homedetails/9011-W-Elm-St-UNIT-8-Phoenix-AZ-85037/7484753_zpid/,Apartment,1800.0,976.0,sqft,1.84,2.0,2.0,9011 W Elm St,Phoenix,85037,AZ,USA,1.0,"9011 W Elm St, Phoenix, AZ, 85037",Match,Exact,"9011 W ELM ST, PHOENIX, AZ, 85037","-112.25288407405895,33.50801672444726",128426886.0,R
1141,https://www.zillow.com/homedetails/17859-N-40th-St-UNIT-101-Phoenix-AZ-85032/8018204_zpid/,Apartment,1800.0,1200.0,sqft,1.5,2.0,2.0,17859 N 40th St,Phoenix,85032,AZ,USA,1.0,"17859 N 40th St, Phoenix, AZ, 85032",Match,Exact,"17859 N 40TH ST, PHOENIX, AZ, 85032","-111.99615172994004,33.649215666032944",128321224.0,R
1142,"https://www.zillow.com/apartments/phoenix-az/arcadia-place-condominiums,-llc/5XyczL/",Apartment,1800.0,780.0,sqft,2.31,2.0,1.0,3445 N 36th St,Phoenix,85018,AZ,USA,0.0,"3445 N 36th St, Phoenix, AZ, 85018",Match,Exact,"3445 N 36TH ST, PHOENIX, AZ, 85018","-112.0041237923844,33.48831460885941",128315593.0,R
1143,https://www.zillow.com/homedetails/1421-E-Garfield-St-2-Phoenix-AZ-85006/2103428321_zpid/,Apartment,1800.0,700.0,sqft,2.57,2.0,1.0,1421 E Garfield St,Phoenix,85006,AZ,USA,1.0,"1421 E Garfield St, Phoenix, AZ, 85006",Match,Exact,"1421 E GARFIELD ST, PHOENIX, AZ, 85006","-112.05158069526385,33.45768730244413",128213935.0,R
1144,https://www.zillow.com/apartments/phoenix-az/via-21/5XjqBV/,Building,,,,,,,4111 N  21st St,Phoenix,85016,AZ,USA,1.0,"4111 N  21st St, Phoenix, AZ, 85016",Match,Exact,"4111 N 21ST ST, PHOENIX, AZ, 85016","-112.03664964692791,33.495523059540915",128603030.0,R
1145,https://www.zillow.com/homedetails/16021-N-30th-St-UNIT-113-Phoenix-AZ-85032/59249322_zpid/,Apartment,1799.0,1172.0,sqft,1.53,3.0,2.0,16021 N 30th St,Phoenix,85032,AZ,USA,0.0,"16021 N 30th St, Phoenix, AZ, 85032",Match,Exact,"16021 N 30TH ST, PHOENIX, AZ, 85032","-112.01770392668294,33.63264758588957",637417872.0,R
1146,https://www.zillow.com/apartments/phoenix-az/the-clubhouse-at-arcadia/5XmBhy/,Apartment,1799.0,1095.0,sqft,1.64,2.0,2.0,2620 N 40th St,Phoenix,85008,AZ,USA,1.0,"2620 N 40th St, Phoenix, AZ, 85008",Match,Exact,"2620 N 40TH ST, PHOENIX, AZ, 85008","-111.99560728527655,33.476707644200644",128223616.0,L
1147,https://www.zillow.com/homedetails/10218-N-12th-Pl-UNIT-1-Phoenix-AZ-85020/7786343_zpid/,Apartment,1795.0,1437.0,sqft,1.25,2.0,2.5,10218 N 12th Pl,Phoenix,85020,AZ,USA,1.0,"10218 N 12th Pl, Phoenix, AZ, 85020",Match,Exact,"10218 N 12TH PL, PHOENIX, AZ, 85020","-112.05567835041063,33.578967474838976",128957467.0,L
1148,https://www.zillow.com/apartments/phoenix-az/village-28/9rBmm7/,Apartment,1795.0,800.0,sqft,2.24,2.0,1.0,4760 N 28th St,Phoenix,85016,AZ,USA,1.0,"4760 N 28th St, Phoenix, AZ, 85016",Match,Exact,"4760 N 28TH ST, PHOENIX, AZ, 85016","-112.02166736590698,33.50756503116378",128219257.0,L
1149,https://www.zillow.com/b/1333-e-morten-ave-phoenix-az-5XnnkV/,Building,,,,,,,1333 E  Morten Ave Unit 239,Phoenix,85020,AZ,USA,1.0,"1333 E  Morten Ave Unit 239, Phoenix, AZ, 85020",Match,Exact,"1333 E MORTEN AVE, PHOENIX, AZ, 85020","-112.05351449390258,33.547191537455376",128304418.0,R
1150,https://www.zillow.com/apartments/scottsdale-az/mission-springs-at-scottsdale/5XhyQR/,Apartment,1795.0,1200.0,sqft,1.5,2.0,2.0,16818 N 56th St,Scottsdale,85254,AZ,USA,1.0,"16818 N 56th St, Scottsdale, AZ, 85254",Match,Exact,"16818 N 56TH ST, SCOTTSDALE, AZ, 85254","-111.9603152094079,33.638905800109285",128840169.0,L
1151,https://www.zillow.com/homedetails/18626-N-33rd-Dr-UNIT-4-Phoenix-AZ-85027/7935245_zpid/,Apartment,1785.0,845.0,sqft,2.11,2.0,1.5,18626 N 33rd Dr,Phoenix,85027,AZ,USA,0.0,"18626 N 33rd Dr, Phoenix, AZ, 85027",Match,Exact,"18626 N 33RD DR, PHOENIX, AZ, 85027","-112.1311125710966,33.65532389490676",128259438.0,L
1152,https://www.zillow.com/homedetails/4514-N-14th-Pl-3-Phoenix-AZ-85014/2079342056_zpid/,Apartment,1775.0,,,,2.0,1.0,4514 N 14th Pl,Phoenix,85014,AZ,USA,1.0,"4514 N 14th Pl, Phoenix, AZ, 85014",Match,Exact,"4514 N 14TH PL, PHOENIX, AZ, 85014","-112.05089621365852,33.502255991230754",128209609.0,L
1153,https://www.zillow.com/apartments/phoenix-az/the-lofts-on-7th/9TTYqf/,Building,,,,,,,2722 N  7th St,Phoenix,85006,AZ,USA,0.0,"2722 N  7th St, Phoenix, AZ, 85006",Match,Exact,"2722 N 7TH ST, PHOENIX, AZ, 85006","-112.0651517470003,33.478237509610096",128212968.0,L
1154,"https://www.zillow.com/b/building/33.567467,-112.0593_ll/",Building,,,,,,,1027 E  Dunlap Ave,Phoenix,85020,AZ,USA,0.0,"1027 E  Dunlap Ave, Phoenix, AZ, 85020",Match,Exact,"1027 E DUNLAP AVE, PHOENIX, AZ, 85020","-112.05933547367636,33.567695537989096",128918781.0,R
